,id_No,lake_name,source,metadata
617,618,"CARTERS LAKE NEAR CARTERS, GA",usgs,"{'tz_cd': 'EST', 'alt_va': ' 0.05', 'huc_cd': '03150102', 'lat_va': '343650', 'map_nm': 'null', 'source': 'usgs', 'aqfr_cd': 'null', 'long_va': '0844016', 'site_no': '02381400', 'topo_cd': 'null', 'basin_cd': 'null', 'state_cd': '13', 'agency_cd': 'USGS', 'county_cd': '213', 'lake_name': 'CARTERS LAKE NEAR CARTERS, GA', 'alt_acy_va': '.01', 'country_cd': 'US', 'dec_lat_va': '34.61397468', 'gw_file_cd': 'NNNNNNNN', 'project_no': 'null', 'site_tp_cd': 'LK', 'alt_meth_cd': 'L', 'dec_long_va': '-84.67104529', 'district_cd': '13', 'land_net_ds': 'null', 'nat_aqfr_cd': 'null', 'alt_datum_cd': 'NAVD88', 'aqfr_type_cd': 'null', 'coord_acy_cd': 'S', 'depth_src_cd': 'null', 'inventory_dt': 'null', 'map_scale_fc': 'null', 'coord_meth_cd': 'M', 'drain_area_va': '374', 'hole_depth_va': 'null', 'local_time_fg': 'Y', 'well_depth_va': 'null', 'coord_datum_cd': 'NAD27', 'instruments_cd': 'NNNNYNNNNNYNNYNNNNNNNNNNNNNNNN', 'reliability_cd': 'null', 'construction_dt': 'null', 'dec_coord_datum_cd': 'NAD83', 'contrib_drain_area_va': 'null'}"
618,619,"CARTERS RE-REGULATION LAKE NEAR CARTERS, GA",usgs,"{'tz_cd': 'EST', 'alt_va': ' 651', 'huc_cd': '03150102', 'lat_va': '343610.9', 'map_nm': 'OAKMAN', 'source': 'usgs', 'aqfr_cd': 'null', 'long_va': '0844136.9', 'site_no': '02382400', 'topo_cd': 'null', 'basin_cd': 'null', 'state_cd': '13', 'agency_cd': 'USGS', 'county_cd': '213', 'lake_name': 'CARTERS RE-REGULATION LAKE NEAR CARTERS, GA', 'alt_acy_va': '  1', 'country_cd': 'US', 'dec_lat_va': '34.60302778', 'gw_file_cd': 'NNNNNNNN', 'project_no': 'CS-17B', 'site_tp_cd': 'LK', 'alt_meth_cd': 'L', 'dec_long_va': '-84.6935833', 'district_cd': '13', 'land_net_ds': 'null', 'nat_aqfr_cd': 'null', 'alt_datum_cd': 'NGVD29', 'aqfr_type_cd': 'null', 'coord_acy_cd': 'S', 'depth_src_cd': 'null', 'inventory_dt': 'null', 'map_scale_fc': 'null', 'coord_meth_cd': 'M', 'drain_area_va': '520', 'hole_depth_va': 'null', 'local_time_fg': 'Y', 'well_depth_va': 'null', 'coord_datum_cd': 'NAD83', 'instruments_cd': 'YNYNNNNNNNYNNNNNNNNNNNNNNNNNNN', 'reliability_cd': 'null', 'construction_dt': 'null', 'dec_coord_datum_cd': 'NAD83', 'contrib_drain_area_va': '520'}"
619,620,"ALLATOONA LAKE NEAR CARTERSVILLE, GA",usgs,"{'tz_cd': 'EST', 'alt_va': ' 0.00', 'huc_cd': '03150104', 'lat_va': '340949.7', 'map_nm': 'null', 'source': 'usgs', 'aqfr_cd': 'null', 'long_va': '0844339.8', 'site_no': '02393500', 'topo_cd': 'null', 'basin_cd': 'null', 'state_cd': '13', 'agency_cd': 'USGS', 'county_cd': '015', 'lake_name': 'ALLATOONA LAKE NEAR CARTERSVILLE, GA', 'alt_acy_va': '.01', 'country_cd': 'US', 'dec_lat_va': '34.16380556', 'gw_file_cd': 'NNNNNNNN', 'project_no': 'null', 'site_tp_cd': 'LK', 'alt_meth_cd': 'G', 'dec_long_va': '-84.7277222', 'district_cd': '13', 'land_net_ds': 'null', 'nat_aqfr_cd': 'null', 'alt_datum_cd': 'NGVD29', 'aqfr_type_cd': 'null', 'coord_acy_cd': 'S', 'depth_src_cd': 'null', 'inventory_dt': 'null', 'map_scale_fc': 'null', 'coord_meth_cd': 'M', 'drain_area_va': '1122', 'hole_depth_va': 'null', 'local_time_fg': 'Y', 'well_depth_va': 'null', 'coord_datum_cd': 'NAD83', 'instruments_cd': 'NNNNYNNNNNYNNYNNNNNNNNNNNNNNNN', 'reliability_cd': 'null', 'construction_dt': 'null', 'dec_coord_datum_cd': 'NAD83', 'contrib_drain_area_va': '1122'}"
620,621,"ALABAMA RIVER AT MILLERS FERRY DAM, NR. CAMDEN, AL",usgs,"{'tz_cd': 'CST', 'alt_va': ' 0.00', 'huc_cd': '03150203', 'lat_va': '320602', 'map_nm': '`LEE LONG BRDGE 93B', 'source': 'usgs', 'aqfr_cd': 'null', 'long_va': '0872357', 'site_no': '02427505', 'topo_cd': 'L', 'basin_cd': 'null', 'state_cd': '01', 'agency_cd': 'USGS', 'county_cd': '131', 'lake_name': 'ALABAMA RIVER AT MILLERS FERRY DAM, NR. CAMDEN, AL', 'alt_acy_va': '.01', 'country_cd': 'US', 'dec_lat_va': '32.10070089', 'gw_file_cd': 'NYNNNNNN', 'project_no': 'null', 'site_tp_cd': 'LK', 'alt_meth_cd': 'L', 'dec_long_va': '-87.3991621', 'district_cd': '01', 'land_net_ds': 'NW    S19 T13N  R7E', 'nat_aqfr_cd': 'null', 'alt_datum_cd': 'NGVD29', 'aqfr_type_cd': 'null', 'coord_acy_cd': 'U', 'depth_src_cd': 'null', 'inventory_dt': 'null', 'map_scale_fc': '  24000', 'coord_meth_cd': 'M', 'drain_area_va': '20637.00', 'hole_depth_va': 'null', 'local_time_fg': 'Y', 'well_depth_va': 'null', 'coord_datum_cd': 'NAD27', 'instruments_cd': 'NNNNYNNNNNNNNYNNNNNNNNNNNNNNNN', 'reliability_cd': 'null', 'construction_dt': 'null', 'dec_coord_datum_cd': 'NAD83', 'contrib_drain_area_va': '20637.00'}"
621,622,"LAKE TUSCALOOSA NEAR TUSCALOOSA, ALABAMA",usgs,"{'tz_cd': 'CST', 'alt_va': ' 0.00', 'huc_cd': '03160112', 'lat_va': '331602', 'map_nm': 'null', 'source': 'usgs', 'aqfr_cd': 'null', 'long_va': '0873022', 'site_no': '02464800', 'topo_cd': 'null', 'basin_cd': 'null', 'state_cd': '01', 'agency_cd': 'USGS', 'county_cd': '125', 'lake_name': 'LAKE TUSCALOOSA NEAR TUSCALOOSA, ALABAMA', 'alt_acy_va': ' .1', 'country_cd': 'US', 'dec_lat_va': '33.2673393', 'gw_file_cd': 'NYNNNNNN', 'project_no': 'null', 'site_tp_cd': 'LK', 'alt_meth_cd': 'L', 'dec_long_va': '-87.5061161', 'district_cd': '01', 'land_net_ds': 'null', 'nat_aqfr_cd': 'null', 'alt_datum_cd': 'NGVD29', 'aqfr_type_cd': 'null', 'coord_acy_cd': 'S', 'depth_src_cd': 'null', 'inventory_dt': 'null', 'map_scale_fc': 'null', 'coord_meth_cd': 'M', 'drain_area_va': '423', 'hole_depth_va': 'null', 'local_time_fg': 'Y', 'well_depth_va': 'null', 'coord_datum_cd': 'NAD27', 'instruments_cd': 'NNNNYNNNNNNNNYNNNNNNNNNNNNNNNN', 'reliability_cd': 'null', 'construction_dt': 'null', 'dec_coord_datum_cd': 'NAD83', 'contrib_drain_area_va': '423'}"
622,623,"ROSS BARNETT RESERVOIR NR JACKSON, MS",usgs,"{'tz_cd': 'CST', 'alt_va': ' 0.00', 'huc_cd': '03180002', 'lat_va': '322352', 'map_nm': '229B MADISON', 'source': 'usgs', 'aqfr_cd': 'null', 'long_va': '0900354', 'site_no': '02485600', 'topo_cd': 'C', 'basin_cd': 'null', 'state_cd': '28', 'agency_cd': 'USGS', 'county_cd': '121', 'lake_name': 'ROSS BARNETT RESERVOIR NR JACKSON, MS', 'alt_acy_va': '0.1', 'country_cd': 'US', 'dec_lat_va': '32.39777778', 'gw_file_cd': 'NNNNNNNN', 'project_no': '452800100', 'site_tp_cd': 'LK', 'alt_meth_cd': 'L', 'dec_long_va': '-90.065', 'district_cd': '28', 'land_net_ds': '  NENWS 02T06N  R02E  O', 'nat_aqfr_cd': 'null', 'alt_datum_cd': 'NGVD29', 'aqfr_type_cd': 'null', 'coord_acy_cd': 'S', 'depth_src_cd': 'null', 'inventory_dt': '197911', 'map_scale_fc': '  24000', 'coord_meth_cd': 'G', 'drain_area_va': '3050.00', 'hole_depth_va': 'null', 'local_time_fg': 'Y', 'well_depth_va': 'null', 'coord_datum_cd': 'NAD83', 'instruments_cd': 'NNNNYNNNNNYNNNNNNNNNNNNNNNNNNN', 'reliability_cd': 'null', 'construction_dt': 'null', 'dec_coord_datum_cd': 'NAD83', 'contrib_drain_area_va': '3050.00'}"
623,624,"Allegheny Reservoir near Warren, PA",usgs,"{'tz_cd': 'EST', 'alt_va': 'null', 'huc_cd': '05010001', 'lat_va': '415017', 'map_nm': 'null', 'source': 'usgs', 'aqfr_cd': 'null', 'long_va': '0790010', 'site_no': '03012520', 'topo_cd': 'null', 'basin_cd': 'null', 'state_cd': '42', 'agency_cd': 'USGS', 'county_cd': '123', 'lake_name': 'Allegheny Reservoir near Warren, PA', 'alt_acy_va': 'null', 'country_cd': 'US', 'dec_lat_va': '41.8381159', 'gw_file_cd': 'NNNNNNNN', 'project_no': 'null', 'site_tp_cd': 'LK', 'alt_meth_cd': 'null', 'dec_long_va': '-79.0025398', 'district_cd': '42', 'land_net_ds': 'null', 'nat_aqfr_cd': 'null', 'alt_datum_cd': 'null', 'aqfr_type_cd': 'null', 'coord_acy_cd': 'S', 'depth_src_cd': 'null', 'inventory_dt': '19651001', 'map_scale_fc': 'null', 'coord_meth_cd': 'M', 'drain_area_va': '2180', 'hole_depth_va': 'null', 'local_time_fg': 'Y', 'well_depth_va': 'null', 'coord_datum_cd': 'NAD27', 'instruments_cd': 'YNNNYNNNNNNNNNNNNNNNNNNNNNNNNN', 'reliability_cd': 'null', 'construction_dt': 'null', 'dec_coord_datum_cd': 'NAD83', 'contrib_drain_area_va': 'null'}"
624,625,CHAUTAUQUA LAKE AT BEMUS POINT NY,usgs,"{'tz_cd': 'EST', 'alt_va': 'null', 'huc_cd': '05010002', 'lat_va': '420923', 'map_nm': 'CHAUTAUQUA, NY', 'source': 'usgs', 'aqfr_cd': 'null', 'long_va': '0792339', 'site_no': '03013946', 'topo_cd': 'null', 'basin_cd': 'null', 'state_cd': '36', 'agency_cd': 'USGS', 'county_cd': '013', 'lake_name': 'CHAUTAUQUA LAKE AT BEMUS POINT NY', 'alt_acy_va': 'null', 'country_cd': 'US', 'dec_lat_va': '42.1564463', 'gw_file_cd': 'NYNNNNNN', 'project_no': 'null', 'site_tp_cd': 'LK', 'alt_meth_cd': 'null', 'dec_long_va': '-79.3939368', 'district_cd': '36', 'land_net_ds': 'null', 'nat_aqfr_cd': 'null', 'alt_datum_cd': 'null', 'aqfr_type_cd': 'null', 'coord_acy_cd': 'S', 'depth_src_cd': 'null', 'inventory_dt': 'null', 'map_scale_fc': '  24000', 'coord_meth_cd': 'M', 'drain_area_va': '189', 'hole_depth_va': 'null', 'local_time_fg': 'N', 'well_depth_va': 'null', 'coord_datum_cd': 'NAD27', 'instruments_cd': 'NNYNNNNNNNNNNNNNNNNNNNNNNNNNNN', 'reliability_cd': 'null', 'construction_dt': 'null', 'dec_coord_datum_cd': 'NAD83', 'contrib_drain_area_va': 'null'}"
625,626,"Tionesta Creek Reservoir at Tionesta Creek Dam, PA",usgs,"{'tz_cd': 'EST', 'alt_va': 'null', 'huc_cd': '05010003', 'lat_va': '412825', 'map_nm': 'null', 'source': 'usgs', 'aqfr_cd': 'null', 'long_va': '0792620', 'site_no': '03019500', 'topo_cd': 'null', 'basin_cd': 'null', 'state_cd': '42', 'agency_cd': 'USGS', 'county_cd': '053', 'lake_name': 'Tionesta Creek Reservoir at Tionesta Creek Dam, PA', 'alt_acy_va': 'null', 'country_cd': 'US', 'dec_lat_va': '41.47367335', 'gw_file_cd': 'null', 'project_no': 'null', 'site_tp_cd': 'LK', 'alt_meth_cd': 'null', 'dec_long_va': '-79.4386572', 'district_cd': '42', 'land_net_ds': 'null', 'nat_aqfr_cd': 'null', 'alt_datum_cd': 'null', 'aqfr_type_cd': 'null', 'coord_acy_cd': 'S', 'depth_src_cd': 'null', 'inventory_dt': '194012', 'map_scale_fc': 'null', 'coord_meth_cd': 'M', 'drain_area_va': '478', 'hole_depth_va': 'null', 'local_time_fg': 'Y', 'well_depth_va': 'null', 'coord_datum_cd': 'NAD27', 'instruments_cd': 'NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN', 'reliability_cd': 'null', 'construction_dt': 'null', 'dec_coord_datum_cd': 'NAD83', 'contrib_drain_area_va': 'null'}"
626,627,"Crooked Creek Lake near Ford City, PA",usgs,"{'tz_cd': 'EST', 'alt_va': 'null', 'huc_cd': '05010006', 'lat_va': '404251', 'map_nm': 'null', 'source': 'usgs', 'aqfr_cd': 'null', 'long_va': '0793030', 'site_no': '03038500', 'topo_cd': 'null', 'basin_cd': 'null', 'state_cd': '42', 'agency_cd': 'USGS', 'county_cd': '005', 'lake_name': 'Crooked Creek Lake near Ford City, PA', 'alt_acy_va': 'null', 'country_cd': 'US', 'dec_lat_va': '40.71423116', 'gw_file_cd': 'null', 'project_no': 'null', 'site_tp_cd': 'LK', 'alt_meth_cd': 'null', 'dec_long_va': '-79.5080998', 'district_cd': '42', 'land_net_ds': 'null', 'nat_aqfr_cd': 'null', 'alt_datum_cd': 'null', 'aqfr_type_cd': 'null', 'coord_acy_cd': 'S', 'depth_src_cd': 'null', 'inventory_dt': 'null', 'map_scale_fc': 'null', 'coord_meth_cd': 'M', 'drain_area_va': '277', 'hole_depth_va': 'null', 'local_time_fg': 'Y', 'well_depth_va': 'null', 'coord_datum_cd': 'NAD27', 'instruments_cd': 'NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN', 'reliability_cd': 'null', 'construction_dt': 'null', 'dec_coord_datum_cd': 'NAD83', 'contrib_drain_area_va': 'null'}"
627,628,Conemaugh Lake,usgs,"{'tz_cd': 'EST', 'alt_va': 'null', 'huc_cd': '05010007', 'lat_va': '402806', 'map_nm': 'null', 'source': 'usgs', 'aqfr_cd': 'null', 'long_va': '0792202', 'site_no': '03043500', 'topo_cd': 'null', 'basin_cd': 'null', 'state_cd': '42', 'agency_cd': 'USGS', 'county_cd': '063', 'lake_name': 'Conemaugh Lake', 'alt_acy_va': 'null', 'country_cd': 'US', 'dec_lat_va': '40.4684005', 'gw_file_cd': 'null', 'project_no': '247600152', 'site_tp_cd': 'LK', 'alt_meth_cd': 'null', 'dec_long_va': '-79.3669831', 'district_cd': '42', 'land_net_ds': 'null', 'nat_aqfr_cd': 'null', 'alt_datum_cd': 'null', 'aqfr_type_cd': 'null', 'coord_acy_cd': 'S', 'depth_src_cd': 'null', 'inventory_dt': '20041122', 'map_scale_fc': 'null', 'coord_meth_cd': 'M', 'drain_area_va': '1351', 'hole_depth_va': 'null', 'local_time_fg': 'Y', 'well_depth_va': 'null', 'coord_datum_cd': 'NAD27', 'instruments_cd': 'NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN', 'reliability_cd': 'null', 'construction_dt': 'null', 'dec_coord_datum_cd': 'NAD83', 'contrib_drain_area_va': 'null'}"
628,629,"TYGART LAKE NR GRAFTON, WV",usgs,"{'tz_cd': 'EST', 'alt_va': ' -0.31', 'huc_cd': '05020001', 'lat_va': '391846', 'map_nm': 'null', 'source': 'usgs', 'aqfr_cd': 'null', 'long_va': '0800202', 'site_no': '03055500', 'topo_cd': 'null', 'basin_cd': 'null', 'state_cd': '54', 'agency_cd': 'USGS', 'county_cd': '091', 'lake_name': 'TYGART LAKE NR GRAFTON, WV', 'alt_acy_va': ' 10', 'country_cd': 'US', 'dec_lat_va': '39.3128703', 'gw_file_cd': 'NNNNNNNN', 'project_no': 'null', 'site_tp_cd': 'LK', 'alt_meth_cd': 'M', 'dec_long_va': '-80.0336896', 'district_cd': '54', 'land_net_ds': 'null', 'nat_aqfr_cd': 'null', 'alt_datum_cd': 'NAVD88', 'aqfr_type_cd': 'null', 'coord_acy_cd': 'U', 'depth_src_cd': 'null', 'inventory_dt': 'null', 'map_scale_fc': 'null', 'coord_meth_cd': 'M', 'drain_area_va': '1182', 'hole_depth_va': 'null', 'local_time_fg': 'Y', 'well_depth_va': 'null', 'coord_datum_cd': 'NAD27', 'instruments_cd': 'NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN', 'reliability_cd': 'null', 'construction_dt': 'null', 'dec_coord_datum_cd': 'NAD83', 'contrib_drain_area_va': 'null'}"
629,630,"STONEWALL JACKSON LAKE NEAR WESTON, WV",usgs,"{'tz_cd': 'EST', 'alt_va': ' -0.59', 'huc_cd': '05020002', 'lat_va': '390013.0', 'map_nm': 'Weston', 'source': 'usgs', 'aqfr_cd': 'null', 'long_va': '0802827.2', 'site_no': '03057900', 'topo_cd': 'L', 'basin_cd': 'null', 'state_cd': '54', 'agency_cd': 'USGS', 'county_cd': '041', 'lake_name': 'STONEWALL JACKSON LAKE NEAR WESTON, WV', 'alt_acy_va': ' 10', 'country_cd': 'US', 'dec_lat_va': '39.0036111', 'gw_file_cd': 'null', 'project_no': 'null', 'site_tp_cd': 'LK', 'alt_meth_cd': 'M', 'dec_long_va': '-80.4742222', 'district_cd': '54', 'land_net_ds': 'null', 'nat_aqfr_cd': 'null', 'alt_datum_cd': 'NAVD88', 'aqfr_type_cd': 'null', 'coord_acy_cd': '5', 'depth_src_cd': 'null', 'inventory_dt': 'null', 'map_scale_fc': '  24000', 'coord_meth_cd': 'M', 'drain_area_va': '101', 'hole_depth_va': 'null', 'local_time_fg': 'Y', 'well_depth_va': 'null', 'coord_datum_cd': 'NAD83', 'instruments_cd': 'YNNNYNNNNNNNNNNNNNNNNNNNNNNNNN', 'reliability_cd': 'null', 'construction_dt': 'null', 'dec_coord_datum_cd': 'NAD83', 'contrib_drain_area_va': 'null'}"
630,631,"CHEAT LAKE NEAR STEWARTSTOWN, WV",usgs,"{'tz_cd': 'EST', 'alt_va': ' -0.37', 'huc_cd': '05020004', 'lat_va': '394312', 'map_nm': 'Lake Lynn', 'source': 'usgs', 'aqfr_cd': 'null', 'long_va': '0795121', 'site_no': '03071590', 'topo_cd': 'L', 'basin_cd': 'null', 'state_cd': '54', 'agency_cd': 'USGS', 'county_cd': '061', 'lake_name': 'CHEAT LAKE NEAR STEWARTSTOWN, WV', 'alt_acy_va': ' 10', 'country_cd': 'US', 'dec_lat_va': '39.72007846', 'gw_file_cd': 'null', 'project_no': 'null', 'site_tp_cd': 'LK', 'alt_meth_cd': 'M', 'dec_long_va': '-79.8556116', 'district_cd': '54', 'land_net_ds': 'null', 'nat_aqfr_cd': 'null', 'alt_datum_cd': 'NAVD88', 'aqfr_type_cd': 'null', 'coord_acy_cd': 'S', 'depth_src_cd': 'null', 'inventory_dt': 'null', 'map_scale_fc': '  24000', 'coord_meth_cd': 'M', 'drain_area_va': '1411', 'hole_depth_va': 'null', 'local_time_fg': 'Y', 'well_depth_va': 'null', 'coord_datum_cd': 'NAD27', 'instruments_cd': 'NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN', 'reliability_cd': 'null', 'construction_dt': 'null', 'dec_coord_datum_cd': 'NAD83', 'contrib_drain_area_va': 'null'}"
631,632,"Youghiogheny River Lake at Dam nr Confluence, PA",usgs,"{'tz_cd': 'EST', 'alt_va': 'null', 'huc_cd': '05020006', 'lat_va': '394756', 'map_nm': 'null', 'source': 'usgs', 'aqfr_cd': 'null', 'long_va': '0792206', 'site_no': '03077000', 'topo_cd': 'null', 'basin_cd': 'null', 'state_cd': '42', 'agency_cd': 'USGS', 'county_cd': '111', 'lake_name': 'Youghiogheny River Lake at Dam nr Confluence, PA', 'alt_acy_va': 'null', 'country_cd': 'US', 'dec_lat_va': '39.798966', 'gw_file_cd': 'null', 'project_no': 'null', 'site_tp_cd': 'LK', 'alt_meth_cd': 'null', 'dec_long_va': '-79.3680909', 'district_cd': '42', 'land_net_ds': 'null', 'nat_aqfr_cd': 'null', 'alt_datum_cd': 'null', 'aqfr_type_cd': 'null', 'coord_acy_cd': 'S', 'depth_src_cd': 'null', 'inventory_dt': 'null', 'map_scale_fc': 'null', 'coord_meth_cd': 'M', 'drain_area_va': '434', 'hole_depth_va': 'null', 'local_time_fg': 'Y', 'well_depth_va': 'null', 'coord_datum_cd': 'NAD27', 'instruments_cd': 'NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN', 'reliability_cd': 'null', 'construction_dt': 'null', 'dec_coord_datum_cd': 'NAD83', 'contrib_drain_area_va': 'null'}"
632,633,Berlin Lake near Berlin Center OH,usgs,"{'tz_cd': 'EST', 'alt_va': ' 1000', 'huc_cd': '05030103', 'lat_va': '410246', 'map_nm': 'null', 'source': 'usgs', 'aqfr_cd': 'null', 'long_va': '0810010', 'site_no': '03090000', 'topo_cd': 'null', 'basin_cd': 'null', 'state_cd': '39', 'agency_cd': 'USGS', 'county_cd': '133', 'lake_name': 'Berlin Lake near Berlin Center OH', 'alt_acy_va': '.01', 'country_cd': 'US', 'dec_lat_va': '41.046169', 'gw_file_cd': 'NNNNNNNN', 'project_no': 'null', 'site_tp_cd': 'LK', 'alt_meth_cd': 'D', 'dec_long_va': '-81.0025922', 'district_cd': '39', 'land_net_ds': 'null', 'nat_aqfr_cd': 'null', 'alt_datum_cd': 'NAVD88', 'aqfr_type_cd': 'null', 'coord_acy_cd': 'S', 'depth_src_cd': 'null', 'inventory_dt': 'null', 'map_scale_fc': 'null', 'coord_meth_cd': 'M', 'drain_area_va': '248', 'hole_depth_va': 'null', 'local_time_fg': 'Y', 'well_depth_va': 'null', 'coord_datum_cd': 'NAD27', 'instruments_cd': 'NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN', 'reliability_cd': 'null', 'construction_dt': 'null', 'dec_coord_datum_cd': 'NAD83', 'contrib_drain_area_va': 'null'}"
633,634,Milton Reservoir near Pricetown OH,usgs,"{'tz_cd': 'EST', 'alt_va': ' 0', 'huc_cd': '05030103', 'lat_va': '410738', 'map_nm': 'null', 'source': 'usgs', 'aqfr_cd': 'null', 'long_va': '0805840', 'site_no': '03091000', 'topo_cd': 'null', 'basin_cd': 'null', 'state_cd': '39', 'agency_cd': 'USGS', 'county_cd': '099', 'lake_name': 'Milton Reservoir near Pricetown OH', 'alt_acy_va': '.01', 'country_cd': 'US', 'dec_lat_va': '41.12727948', 'gw_file_cd': 'NNNNNNNN', 'project_no': 'null', 'site_tp_cd': 'LK', 'alt_meth_cd': 'L', 'dec_long_va': '-80.977591', 'district_cd': '39', 'land_net_ds': 'null', 'nat_aqfr_cd': 'null', 'alt_datum_cd': 'NAVD88', 'aqfr_type_cd': 'null', 'coord_acy_cd': 'S', 'depth_src_cd': 'null', 'inventory_dt': 'null', 'map_scale_fc': 'null', 'coord_meth_cd': 'M', 'drain_area_va': '273', 'hole_depth_va': 'null', 'local_time_fg': 'Y', 'well_depth_va': 'null', 'coord_datum_cd': 'NAD27', 'instruments_cd': 'NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN', 'reliability_cd': 'null', 'construction_dt': 'null', 'dec_coord_datum_cd': 'NAD83', 'contrib_drain_area_va': 'null'}"
634,635,Michael J Kirwan Reservoir at Wayland OH,usgs,"{'tz_cd': 'EST', 'alt_va': ' 0', 'huc_cd': '05030103', 'lat_va': '410924', 'map_nm': 'null', 'source': 'usgs', 'aqfr_cd': 'null', 'long_va': '0810447', 'site_no': '03092450', 'topo_cd': 'null', 'basin_cd': 'null', 'state_cd': '39', 'agency_cd': 'USGS', 'county_cd': '133', 'lake_name': 'Michael J Kirwan Reservoir at Wayland OH', 'alt_acy_va': '.01', 'country_cd': 'US', 'dec_lat_va': '41.15672349', 'gw_file_cd': 'NNNNNNNN', 'project_no': 'null', 'site_tp_cd': 'LK', 'alt_meth_cd': 'D', 'dec_long_va': '-81.0795402', 'district_cd': '39', 'land_net_ds': 'null', 'nat_aqfr_cd': 'null', 'alt_datum_cd': 'NAVD88', 'aqfr_type_cd': 'null', 'coord_acy_cd': 'S', 'depth_src_cd': 'null', 'inventory_dt': 'null', 'map_scale_fc': 'null', 'coord_meth_cd': 'M', 'drain_area_va': '80.5', 'hole_depth_va': 'null', 'local_time_fg': 'Y', 'well_depth_va': 'null', 'coord_datum_cd': 'NAD27', 'instruments_cd': 'NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN', 'reliability_cd': 'null', 'construction_dt': 'null', 'dec_coord_datum_cd': 'NAD83', 'contrib_drain_area_va': 'null'}"
635,636,Piedmont Lake at Piedmont OH,usgs,"{'tz_cd': 'EST', 'alt_va': ' 0', 'huc_cd': '05040001', 'lat_va': '401131', 'map_nm': 'null', 'source': 'usgs', 'aqfr_cd': 'null', 'long_va': '0811257', 'site_no': '03125500', 'topo_cd': 'null', 'basin_cd': 'null', 'state_cd': '39', 'agency_cd': 'USGS', 'county_cd': '067', 'lake_name': 'Piedmont Lake at Piedmont OH', 'alt_acy_va': '.01', 'country_cd': 'US', 'dec_lat_va': '40.19201236', 'gw_file_cd': 'NNNNNNNN', 'project_no': 'null', 'site_tp_cd': 'LK', 'alt_meth_cd': 'R', 'dec_long_va': '-81.2156623', 'district_cd': '39', 'land_net_ds': 'null', 'nat_aqfr_cd': 'null', 'alt_datum_cd': 'NGVD29', 'aqfr_type_cd': 'null', 'coord_acy_cd': 'S', 'depth_src_cd': 'null', 'inventory_dt': 'null', 'map_scale_fc': 'null', 'coord_meth_cd': 'M', 'drain_area_va': '85.9', 'hole_depth_va': 'null', 'local_time_fg': 'Y', 'well_depth_va': 'null', 'coord_datum_cd': 'NAD27', 'instruments_cd': 'NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN', 'reliability_cd': 'null', 'construction_dt': 'null', 'dec_coord_datum_cd': 'NAD83', 'contrib_drain_area_va': 'null'}"
636,637,Clendening Lake at Tippecanoe OH,usgs,"{'tz_cd': 'EST', 'alt_va': ' 0', 'huc_cd': '05040001', 'lat_va': '401610', 'map_nm': 'null', 'source': 'usgs', 'aqfr_cd': 'null', 'long_va': '0811643', 'site_no': '03126500', 'topo_cd': 'null', 'basin_cd': 'null', 'state_cd': '39', 'agency_cd': 'USGS', 'county_cd': '067', 'lake_name': 'Clendening Lake at Tippecanoe OH', 'alt_acy_va': '.01', 'country_cd': 'US', 'dec_lat_va': '40.26951167', 'gw_file_cd': 'NNNNNNNN', 'project_no': 'null', 'site_tp_cd': 'LK', 'alt_meth_cd': 'R', 'dec_long_va': '-81.2784417', 'district_cd': '39', 'land_net_ds': 'null', 'nat_aqfr_cd': 'null', 'alt_datum_cd': 'NGVD29', 'aqfr_type_cd': 'null', 'coord_acy_cd': 'S', 'depth_src_cd': 'null', 'inventory_dt': 'null', 'map_scale_fc': 'null', 'coord_meth_cd': 'M', 'drain_area_va': '69.3', 'hole_depth_va': 'null', 'local_time_fg': 'Y', 'well_depth_va': 'null', 'coord_datum_cd': 'NAD27', 'instruments_cd': 'NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN', 'reliability_cd': 'null', 'construction_dt': 'null', 'dec_coord_datum_cd': 'NAD83', 'contrib_drain_area_va': 'null'}"
