id_No,lake_name,source
559,HUNTERS LAKE NEAR ARIPEKA FL,usgs
560,HIGHLAND LAKE NEAR BROOKSVILLE FL,usgs
561,"LAKE JULIANA NEAR POLK CITY, FL",usgs
562,"LAKE MATTIE NR POLK CITY, FLA.",usgs
563,"LAKE HELENE NEAR POLK CITY, FL",usgs
564,"LAKE DEESON NEAR LAKELAND, FL",usgs
565,"CLEAR LAKE AT SAN ANTONIO, FL",usgs
566,"LAKE LINDSEY NR BROOKSVILLE, FLA.",usgs
567,"LAKE DEATON NEAR WILDWOOD, FLA.",usgs
568,"LAKE OKAHUMPKA NR WILDWOOD, FLA.",usgs
569,"LADY LAKE NEAR LADY LAKE, FL",usgs
570,"LAKE MIONA NEAR OXFORD, FL",usgs
571,"LAKE PANASOFFKEE NR LAKE PANASOFFKEE, FLA.",usgs
572,"TSALA APOPKA LAKE AT FLORAL CITY, FLA.",usgs
573,"TSALA APOPKA LK AT SPIVEY LK NR INVERNESS, FLA",usgs
574,"TSALA APOPKA LK AT INVERNESS, FLA.",usgs
575,"TSALA APOPKA LAKE AT HERNANDO, FLA.",usgs
576,"LAKE ROUSSEAU NR DUNNELLON, FLA.",usgs
577,"REED BINGHAM LAKE NEAR ADEL, GA",usgs
578,CHERRY LAKE NR CHERRY LAKE FL,usgs
579,"LAKE OCTAHATCHEE NR JENNINGS, FLA.",usgs
580,"TOWNSEND POND NEAR MAYO, FLA.",usgs
581,"PICKETT LAKE NEAR BRANFORD,FLORIDA",usgs
582,LOW LAKE NEAR WELLBORN FL.,usgs
583,"SANTA FE LAKE NR KEYSTONE HTS, FLA.",usgs
584,LITTLE SANTA FE LAKE NR WALDO FLA,usgs
585,LAKE ROWELL NR STARKE FLA,usgs
586,LAKE SAMPSON NR STARKE FLA,usgs
587,LAKE BUTLER AT LAKE BUTLER FLA,usgs
588,WATERS LAKE NR TRENTON FLA,usgs
589,ALLIGATOR LAKE AT LAKE CITY FLA,usgs
590,"GOVENOR HILL LAKE NR OLD TOWN,FL",usgs
591,"ANDREWS LAKE NR SHADY GROVE, FLA.",usgs
592,LAKE MICCOSUKEE NR MICCOSUKEE FLA,usgs
593,"LAKE BRADFORD NR TALLAHASSEE, FLA.",usgs
594,"LAKE IAMONIA NR BRADFORDVILLE, FLA.",usgs
595,"LAKE TALQUIN NR BLOXHAM, FLA.",usgs
596,"LAKE SIDNEY LANIER NEAR BUFORD, GA",usgs
597,"CHATTAHOOCHEE RIVER AT MORGAN FALLS DAM, GA",usgs
598,"WEST POINT LAKE NEAR WEST POINT, GA",usgs
599,CHATTAHOOCHEE RIVER AT COAST GUARD DOCK AT EUFAULA,usgs
600,"WALTER F. GEORGE RESERVOIR NEAR FORT GAINES, GA",usgs
601,"CHATTAHOOCHEE RIVER NEAR COLUMBIA, AL",usgs
602,"LAKE HORTON (HEADWATER) NEAR FAYETTEVILLE, GA",usgs
603,"LAKE KEDRON NEAR PEACHTREE CITY, GA",usgs
604,"LAKE PEACHTREE (HEADWATER) AT PEACHTREE CITY, GA",usgs
605,"LAKE SEMINOLE NEAR CHATTAHOOCHEE, FL",usgs
606,"OCHEESEE POND NEAR SNEADS,FLA",usgs
607,DEAD LAKE NR WEWAHITCHKA FLA,usgs
608,"GAP POND NR GREENHEAD,FLA",usgs
609,PORTER LK NR GREENHEAD FLA,usgs
610,"STILL POND NR GREENHEAD, FLA.",usgs
611,"HAMMOCK LK NR GREENHEAD, FLA.",usgs
612,"CLARKS HOLE NR GREENHEAD,FLA",usgs
613,WAGES POND NR GREENHEAD FLA,usgs
614,GULLY LAKE NR GREENHEAD FLA,usgs
615,DEER POINT LAKE NEAR PANAMA CITY FLA,usgs
616,MERIAL LAKE NR GREENHEAD FL,usgs
617,"LAKE JACKSON NR PAXTON, FLA.",usgs
618,"CARTERS LAKE NEAR CARTERS, GA",usgs
619,"CARTERS RE-REGULATION LAKE NEAR CARTERS, GA",usgs
620,"ALLATOONA LAKE NEAR CARTERSVILLE, GA",usgs
621,"ALABAMA RIVER AT MILLERS FERRY DAM, NR. CAMDEN, AL",usgs
622,"LAKE TUSCALOOSA NEAR TUSCALOOSA, ALABAMA",usgs
623,"ROSS BARNETT RESERVOIR NR JACKSON, MS",usgs
624,"Allegheny Reservoir near Warren, PA",usgs
625,CHAUTAUQUA LAKE AT BEMUS POINT NY,usgs
626,"Tionesta Creek Reservoir at Tionesta Creek Dam, PA",usgs
627,"Crooked Creek Lake near Ford City, PA",usgs
628,Conemaugh Lake,usgs
629,"TYGART LAKE NR GRAFTON, WV",usgs
630,"STONEWALL JACKSON LAKE NEAR WESTON, WV",usgs
631,"CHEAT LAKE NEAR STEWARTSTOWN, WV",usgs
632,"Youghiogheny River Lake at Dam nr Confluence, PA",usgs
633,Berlin Lake near Berlin Center OH,usgs
634,Milton Reservoir near Pricetown OH,usgs
635,Michael J Kirwan Reservoir at Wayland OH,usgs
636,Piedmont Lake at Piedmont OH,usgs
637,Clendening Lake at Tippecanoe OH,usgs
638,Tappan Lake at Tappan OH,usgs
639,Senecaville Lake near Senecaville OH,usgs
640,"BLUESTONE LAKE NEAR HINTON, WV",usgs
641,"DEWEY LAKE NEAR VAN LEAR, KY",usgs
642,Hoover Reservoir at Central College OH,usgs
643,Caesar Creek Lake at Wellman OH,usgs
644,East Fork Lake near Bantam OH,usgs
645,"CAVE RUN LAKE NEAR FARMERS, KY",usgs
646,West Fork Mill Creek Reservoir near Greenhills OH,usgs
647,Clarence J Brown Reservoir near Springfield OH,usgs
648,"BROOKVILLE LAKE AT BROOKVILLE, IN",usgs
649,"VERSAILLES LAKE NR VERSAILLES, IN",usgs
650,"CARR CREEK LAKE NEAR SASSAFRAS, KY",usgs
651,"BUCKHORN LAKE AT BUCKHORN, KY",usgs
652,"HERRINGTON LAKE NEAR BURGIN, KY",usgs
653,"TAYLORSVILLE LAKE NEAR TAYLORSVILLE, KY",usgs
654,"GREEN RIVER LAKE NEAR CAMPBELLSVILLE, KY",usgs
655,"NOLIN LAKE NEAR KYROCK, KY",usgs
656,"BARREN RIVER LAKE NEAR FINNEY, KY",usgs
657,"ROUGH RIVER LAKE NEAR FALLS OF ROUGH, KY",usgs
658,"HOVEY LAKE NEAR MOUNT VERNON, IN.",usgs
659,"J. EDWARD ROUSH LAKE NEAR HUNTINGTON, IN",usgs
660,"SALAMONIE LAKE AT DORA, IN",usgs
661,"MISSISSINEWA LAKE AT PEORIA, IN",usgs
662,"EVERETT LAKE NEAR LEVERT, IN",usgs
663,"BLUE LAKE NEAR CHURUBUSCO, IN",usgs
664,"SHRINER LAKE AT TRI-LAKES, IN",usgs
665,"CEDAR LAKE AT TRI-LAKES, IN",usgs
666,"ROUND LAKE AT TRI-LAKES,IN.",usgs
667,"WILSON LAKE NEAR LARWILL, IN",usgs
668,"LONG LAKE AT LAKETON, IN",usgs
669,"SILVER LAKE AT SILVER LAKE, IN",usgs
670,"LUKENS LAKE NEAR DISKO, IN",usgs
671,"CROOKED LAKE NEAR WOLFLAKE, IN",usgs
672,"BIG LAKE NEAR WOLFLAKE, IN",usgs
673,"GOOSE LAKE NEAR LORANE, IN",usgs
674,"LOON LAKE AT ORMAS, IN",usgs
675,"NEW LAKE NEAR ETNA, IN",usgs
676,"OLD LAKE NEAR ETNA, IN",usgs
677,"SMALLEY LAKE NEAR WASHINGTON CENTER, IN",usgs
678,"GILBERT LAKE NEAR WASHINGTON CENTER, IN",usgs
679,"HORSESHOE LAKE NEAR WASHINGTON CENTER, IN",usgs
680,"BAUGHER LAKE NEAR WASHINGTON CENTER, IN",usgs
681,"WEBSTER LAKE AT NORTH WEBSTER, IN",usgs
682,"ROBINSON LAKE NEAR PIERCETON, IN",usgs
683,"TROY CEDAR LAKE NEAR LORANE, IN",usgs
684,"RIDINGER LAKE NEAR PIERCETON, IN",usgs
685,"SHOE LAKE NEAR OSWEGO, IN",usgs
686,"SAWMILL LAKE NEAR NORTH WEBSTER, IN",usgs
687,"TIPPECANOE LAKE AT OSWEGO, IN",usgs
688,"BIG CHAPMAN LAKE NEAR WARSAW, IN",usgs
689,"PIKE LAKE AT WARSAW, IN",usgs
690,"FISH LAKE NEAR WARSAW, IN",usgs
691,"MUSKELLUNGE LAKE NEAR WARSAW, IN",usgs
692,"CARR LAKE NEAR CLAYPOOL, IN",usgs
693,"SHERBURN LAKE NEAR PIERCETON, IN",usgs
694,"WINONA LAKE AT WARSAW, IN",usgs
695,"CENTER LAKE AT WARSAW, IN",usgs
696,"PALESTINE LAKE AT PALESTINE, IN",usgs
697,"HOFFMAN LAKE AT ATWOOD, IN",usgs
698,"BEAVER DAM LAKE NEAR SILVER LAKE, IN",usgs
699,"LOON LAKE NEAR SILVER LAKE, IN",usgs
700,"MCCLURES LAKE NEAR SILVER LAKE, IN",usgs
701,"HILL LAKE NEAR SILVER LAKE, IN",usgs
702,"DIAMOND LAKE NEAR SILVER LAKE, IN",usgs
703,"YELLOW CREEK LAKE NEAR SILVER LAKE, IN",usgs
704,"ROCK LAKE NEAR AKRON, IN",usgs
705,"TOWN LAKE NEAR AKRON, IN",usgs
706,"LAKE MANITOU AT ROCHESTER, IN",usgs
707,"ZINK LAKE NEAR ROCHESTER, IN",usgs
708,"NYONA LAKE NEAR GREENOAK, IN",usgs
709,"SOUTH MUD LAKE NEAR FULTON, IN",usgs
710,"KING LAKE NEAR DELONG, IN",usgs
711,"LAKE MAXINKUCKEE AT CULVER, IN",usgs
712,"LOST LAKE AT CULVER, IN",usgs
713,"LANGENBAUM LAKE NEAR MONTEREY, IN",usgs
714,"BRUCE LAKE AT BRUCE LAKE, IN",usgs
715,"CECIL M. HARDEN LAKE AT FERNDALE, IN",usgs
716,"LAKE MAXINHALL AT INDIANAPOLIS, IN",usgs
717,"HERON LAKE AT INDIANAPOLIS, IN",usgs
718,"EAGLE CREEK RESERVOIR NEAR INDIANAPOLIS, IN",usgs
719,"CAGLES MILL LAKE NEAR MANHATTAN, IN",usgs
720,"STARVE HOLLOW LAKE NEAR VALLONIA, IN",usgs
721,"OGLE LAKE NEAR NASHVILLE, IN",usgs
722,"MONROE LAKE NEAR HARRODSBURG, IN",usgs
723,"TUCKER LAKE NEAR GREENBRIER, IN",usgs
724,"PATOKA LAKE NEAR CUZCO, IN",usgs
725,"LAKE LOGAN AT DAM NEAR HAZELWOOD, NC",usgs
726,"AMNICON LAKE NEAR SOUTH RANGE, WI",usgs
727,"LAKE NEBAGAMON NEAR LAKE NEBAGAMON, WI",usgs
728,"LONG LAKE NEAR IRON RIVER, WI",usgs
729,"LAKE KNOTTING NEAR CABLE, WI",usgs
730,"LAKE GOGEBIC NEAR BERGLAND, MI",usgs
731,"BIG LAKE NEAR LAND O LAKES, WI",usgs
732,"CISCO LAKE NEAR WATERSMEET, MI",usgs
733,"PALMER LAKE NEAR LAND O LAKES, WI",usgs
734,"TENDERFOOT LAKE NEAR LAND O LAKES, WI",usgs
735,"DEER LAKE NEAR ISHPEMING, MI",usgs
736,"SAND RIVER WILDLIFE FLOODING AT SAND RIVER, MI",usgs
737,"MUSKALLONGE LAKE NEAR DEER PARK, MI",usgs
738,"MANISTIQUE LAKE NEAR CURTIS, MI",usgs
739,"GREENWOOD RESERVOIR NEAR GREENWOOD, MI",usgs
740,"SCHWEITZER RESERVOIR NEAR PALMER, MI",usgs
741,"GOOSE LAKE NEAR NEGAUNEE, MI",usgs
742,"KENTUCK LAKE NEAR EAGLE RIVER, WI",usgs
743,"SUNSET LAKE NEAR IRON RIVER, MI",usgs
744,"STANLEY LAKE NEAR IRON RIVER, MI (WATER LEVELS)",usgs
745,"LAKE MICHIGAMME NEAR CHAMPION, MI",usgs
746,"LAKE ANTOINE AT IRON MOUNTAIN, MI",usgs
747,"FRANKLIN LAKE NEAR EAGLE RIVER, WI",usgs
748,"LONG LAKE AT LONG LAKE, WI",usgs
749,"MORGAN LAKE-OLD SITE-NEAR FENCE, WI",usgs
750,"WHEELER LAKE NEAR LAKEWOOD, WI",usgs
751,"BOOT LAKE NEAR TOWNSEND, WI",usgs
752,"LAKE MICHIGAN AT DEAD HORSE BAY NEAR GREEN BAY, WI",usgs
753,"SILVER LAKE AT PORTAGE, WI",usgs
754,"ENNIS LAKE NEAR ENDEAVOR, WI",usgs
755,"LITTLE GREEN LAKE NEAR MARKESAN, WI",usgs
756,"BING LAKE NEAR COLOMA, WI",usgs
757,"MECAN SPRINGS NEAR HANCOCK, WI",usgs
758,"IROGAMI LAKE OUTLET NEAR WAUTOMA, WI",usgs
759,"LAKE LUCERNE NEAR CRANDON, WI",usgs
760,"OAK LAKE NEAR MOLE LAKE, WI",usgs
761,"LITTLE SAND LAKE NEAR MOLE LAKE, WI",usgs
762,"LAKE EMILY NEAR AMHERST JUNCTION, WI",usgs
763,"ADAMS LAKE NEAR AMHERST, WI",usgs
764,"PICKEREL LAKE AT BLAINE, WI",usgs
765,"LAKE WINNEBAGO AT OSHKOSH, WI",usgs
766,"LAKE DENEVEU NEAR FOND DU LAC, WI",usgs
767,"LAKE WINNEBAGO NEAR STOCKBRIDGE, WI",usgs
768,"CEDAR LAKE NEAR KIEL, WI",usgs
769,"LAKE MICHIGAN AT CHICAGO LOCK AT CHICAGO, IL",usgs
770,"LAKE GEORGE AT HOBART, IN",usgs
771,"LONG LAKE NEAR KALAMAZOO, MI",usgs
772,"AUSTIN LAKE NEAR KALAMAZOO, MI",usgs
773,"LAKE PLEASANT NEAR NEVADA MILLS, IN",usgs
774,"LAKE GEORGE AT JAMESTOWN, IN",usgs
775,"MARSH LAKE NEAR FREMONT, IN",usgs
776,"LITTLE OTTER LAKE NEAR FREMONT, IN",usgs
777,"LAKE JAMES AT LAKE JAMES, IN",usgs
778,"JIMMERSON LAKE AT NEVADA MILLS, IN",usgs
779,"LOON LAKE NEAR ANGOLA, IN",usgs
780,"CROOKED LAKE AT CROOKED LAKE, IN",usgs
781,"LAKE GAGE AT PANAMA, IN",usgs
782,"WALL LAKE NEAR ORLAND, IN",usgs
783,"MUD LAKE NEAR ORLAND, IN",usgs
784,"CEDAR LAKE NEAR ONTARIO, IN",usgs
785,"PIGEON LAKE NEAR ANGOLA, IN",usgs
786,"FOX LAKE NEAR ANGOLA, IN",usgs
787,"PLEASANT LAKE AT PLEASANT LAKE, IN",usgs
788,"LONG LAKE AT MOONLIGHT, IN",usgs
789,"BOWER LAKE NEAR PLEASANT LAKE, IN",usgs
790,"SILVER LAKE NEAR ANGOLA, IN",usgs
791,"BASS LAKE NEAR ANGOLA, IN",usgs
792,"HOWARD LAKE NEAR ANGOLA, IN",usgs
793,"HOGBACK LAKE NEAR ANGOLA, IN",usgs
794,"OTTER LAKE NEAR FLINT, IN",usgs
795,"STORY LAKE NEAR HUDSON, IN",usgs
796,"BIG TURKEY LAKE AT STROH, IN",usgs
797,"LAKE OF THE WOODS NEAR HELMER, IN",usgs
798,"BIG LONG LAKE NEAR STROH, IN",usgs
799,"PRETTY LAKE NEAR STROH, IN",usgs
800,"LITTLE TURKEY LAKE AT ELMIRA, IN",usgs
801,"FISH LAKE NEAR PLATO, IN",usgs
802,"NORTH TWIN LAKE NEAR HOWE, IN",usgs
803,"SHIPSHEWANA LAKE NEAR SHIPSHEWANA, IN",usgs
804,"FISH LAKE NEAR SCOTT, IN",usgs
805,"STONE LAKE NEAR SCOTT, IN",usgs
806,"INDIANA LAKE NEAR BRISTOL, IN",usgs
807,"EMMA LAKE NEAR EMMA, IN",usgs
808,"CASS LAKE NEAR SHIPSHEWANA, IN",usgs
809,"HUNTER LAKE NEAR MIDDLEBURY, IN",usgs
810,"WOLF LAKE NEAR GOSHEN, IN",usgs
811,"HEATON LAKE NEAR ELKHART, IN",usgs
812,"SIMONTON LAKE NEAR ELKHART, IN",usgs
813,"CREE LAKE NEAR KENDALLVILLE, IN",usgs
814,"BLACKMAN LAKE NEAR WOLCOTTVILLE, IN",usgs
815,"ADAMS LAKE NEAR WOLCOTTVILLE, IN",usgs
816,"ATWOOD LAKE NEAR WOLCOTTVILLE, IN",usgs
817,"OLIVER LAKE NEAR VALENTINE, IN",usgs
818,"HACKENBURG LAKE NEAR WOLCOTTVILLE, IN",usgs
819,"BIXLER LAKE AT KENDALLVILLE, IN",usgs
820,"LITTLE LONG LAKE AT KENDALLVILLE, IN",usgs
821,"LATTA LAKE NEAR ROME CITY, IN",usgs
822,"SYLVAN LAKE AT ROME CITY, IN",usgs
823,"SACARIDER LAKE NEAR KENDALLVILLE, IN",usgs
824,"WALDRON LAKE NEAR COSPERVILLE, IN",usgs
825,"LONG LAKE NEAR BURR OAK, IN",usgs
826,"SAND LAKE NEAR BURR OAK, IN",usgs
827,"RIVIR LAKE NEAR BURR OAK, IN",usgs
828,"HIGH LAKE NEAR WOLFLAKE, IN",usgs
829,"BEAR LAKE NEAR WOLFLAKE, IN",usgs
830,"MUNCIE LAKE NEAR BURR OAK, IN",usgs
831,"SILVER LAKE NEAR WOLFLAKE, IN",usgs
832,"SKINNER LAKE NEAR ALBION, IN",usgs
833,"PLEASANT LAKE NEAR WOLFLAKE, IN",usgs
834,"UPPER LONG LAKE NEAR WOLFLAKE, IN",usgs
835,"LOWER LONG LAKE NEAR ALBION, IN",usgs
836,"EAGLE LAKE NEAR KIMMEL, IN",usgs
837,"DIAMOND LAKE NEAR WAWAKA, IN",usgs
838,"SPARTA LAKE AT KIMMEL, IN",usgs
839,"ENGLE LAKE NEAR LIGONIER, IN",usgs
840,"KNAPP LAKE NEAR WASHINGTON CENTER, IN",usgs
841,"VILLAGE LAKE NEAR CROMWELL, IN",usgs
842,"FLATBELLY LAKE NEAR SYRACUSE, IN",usgs
843,"WAWASEE LAKE NEAR WAWASEE, IN",usgs
844,"SYRACUSE LAKE AT SYRACUSE, IN",usgs
845,"DEWART LAKE NEAR LEESBURG, IN",usgs
846,"WABEE LAKE NEAR MILFORD, IN",usgs
847,"HAMPTON LAKE NEAR PORTAGE, MI",usgs
848,"ASYLUM LAKE NEAR KALAMAZOO, MI",usgs
849,"EAST LAKE NEAR FIBRE, MI",usgs
850,"MULLETT LAKE (AT OUTLET) NEAR CHEBOYGAN, MI",usgs
851,"STONY LAKE NEAR WASHINGTON, MI",usgs
852,"KENT LAKE NEAR NEW HUDSON, MI",usgs
853,"CLEAR LAKE AT CLEAR LAKE, IN",usgs
854,"BALL LAKE NEAR HAMILTON, IN",usgs
855,"HAMILTON LAKE AT HAMILTON, IN",usgs
856,"INDIAN LAKE NEAR CORUNNA, IN",usgs
857,"CEDAR LAKE NEAR WATERLOO, IN",usgs
858,LAKE ERIE AT BUFFALO NY,usgs
859,LK ONTARIO (BRADDOCK BAY) AT BRADDOCK HEIGHTS NY,usgs
860,MOUNT MORRIS LAKE NEAR MOUNT MORRIS NY,usgs
861,CONESUS LAKE NEAR LAKEVILLE NY,usgs
862,LAKE ONTARIO AT SODUS POINT NY,usgs
863,SENECA LAKE AT WATKINS GLEN NY,usgs
864,KEUKA INLET (KEUKA LAKE) AT HAMMONDSPORT NY,usgs
865,CAYUGA INLET (CAYUGA LAKE) AT ITHACA NY,usgs
866,CANANDAIGUA LAKE AT CANANDAIGUA NY,usgs
867,OWASCO LAKE NEAR AUBURN NY,usgs
868,ONONDAGA LAKE AT LIVERPOOL NY,usgs
869,LAKE ONTARIO AT OSWEGO NY,usgs
870,SIXTH LAKE NEAR OLD FORGE NY,usgs
871,FIRST LAKE AT OLD FORGE NY,usgs
872,STILLWATER RESERVOIR NEAR BEAVER RIVER NY,usgs
873,CRANBERRY LAKE AT CRANBERRY LAKE NY,usgs
874,LAKE GEORGE AT ROGERS ROCK NY,usgs
875,LAKE CHAMPLAIN NORTH OF WHITEHALL NY,usgs
876,"LAKE BOMOSEEN AT OUTLET, NEAR FAIR HAVEN, VT",usgs
877,"EAST BARRE DETENTION RESERVOIR AT EAST BARRE, VT",usgs
878,WRIGHTSVILLE DETENTION RESERVOIR @ WRIGHTSVILLE VT,usgs
879,"WATERBURY RESERVOIR NEAR WATERBURY, VT",usgs
880,LAKE CHAMPLAIN AT PORT HENRY NY,usgs
881,"LAKE CHAMPLAIN AT BURLINGTON, VT",usgs
882,"LAKE CHAMPLAIN NEAR GRAND ISLE, VT",usgs
883,RICHELIEU R (LAKE CHAMPLAIN) AT ROUSES POINT NY,usgs
884,"LAKE MEMPHREMAGOG AT NEWPORT, VT",usgs
885,"MUD LAKE ABOVE WHITE ROCK DAM NEAR WHITE ROCK, SD",usgs
886,"MORRISON LAKE NEAR WEBSTER, ND",usgs
887,"DRY LAKE NEAR PENN, ND",usgs
888,"LAKE ALICE-IRVINE CHANNEL NR CHURCHS FERRY, ND",usgs
889,"DEVILS LAKE NR DEVILS LAKE, ND",usgs
890,"EASTERN STUMP LAKE NR LAKOTA, ND",usgs
891,"LAKE ASHTABULA AT BALDHILL DAM, ND",usgs
892,"LOWER RED LAKE NR RED LAKE, MN",usgs
893,"HOMME RESERVOIR NR PARK RIVER, ND",usgs
894,"EAST BRANCH SHORT CREEK RES NR COLUMBUS, ND",usgs
895,"LAKE DARLING NEAR FOXHOLM, ND",usgs
896,"LAKE METIGOSHE NEAR BOTTINEAU, ND",usgs
897,"VERMILION LAKE NEAR SOUDAN, MN",usgs
898,"NETT LAKE AT NETT LAKE, MN",usgs
899,"LAKE OF THE WOODS AT WARROAD, MN",usgs
900,"PINE RIVER RESERVOIR (CROSS LAKE) AT CROSS LAKE,MN",usgs
901,"MILLE LACS LAKE AT COVE BAY NEAR ONAMIA, MN",usgs
902,"BIG STONE LAKE AT ORTONVILLE, MN",usgs
903,"UPPER EAU CLAIRE LAKE NEAR BRULE, WI",usgs
904,"HOINVILLE LAKE NEAR MINONG, WI",usgs
905,"MC KENZIE LAKE NEAR SPOONER, WI",usgs
906,"SHELL LAKE AT SHELL LAKE, WI",usgs
907,"DEVILS LAKE NEAR WEBSTER, WI",usgs
908,"YELLOW LAKE NEAR WEBSTER, WI",usgs
909,"YELLOW LAKE AT NATURAL OUTLET NEAR WEBSTER, WI",usgs
910,"WARD LAKE NEAR FREDERIC, WI",usgs
911,"WOOD LAKE NEAR GRANTSBURG, WI",usgs
912,"BONE LAKE NEAR LUCK, WI",usgs
913,"STRAIGHT RIVER NEAR LUCK, WI",usgs
914,"BASS LAKE NEAR HUDSON, WI",usgs
915,"Sturgeon Lake, W side, at Prairie Island, MN(SW02)",usgs
916,"Clear Lake, east side, at Prairie Island, MN(SW08)",usgs
917,"SAND LAKE NEAR CHETEK, WI",usgs
918,"WHITE SAND LAKE NEAR BOULDER JUNCTION, WI",usgs
919,"BIG CROOKED LAKE NEAR BOULDER JUNCTION, WI",usgs
920,"LITTLE CROOKED LAKE NEAR BOULDER JUNCTION, WI",usgs
921,"SPRUCE LAKE NEAR BOULDER JUNCTION, WI",usgs
922,"MYSTERY LAKE NEAR BOULDER JUNCTION, WI",usgs
923,"CONNORS LAKE NEAR PHILLIPS, WI",usgs
924,"HOWE LAKE NEAR JIM FALLS, WI",usgs
925,"UPPER TWIN LAKE NEAR JIM FALLS, WI",usgs
926,"BEAVER DAM LAKE AT CUMBERLAND, WI",usgs
927,"SHERWOOD LAKE NEAR SHERWOOD, WI",usgs
928,"SIDIE HOLLOW LAKE NEAR VEROQUA, WI",usgs
929,"LAC VIEUX DESERT NEAR LAND O'LAKES, WI",usgs
930,"ANVIL LAKE NEAR EAGLE RIVER, WI",usgs
931,"LITTLE ST. GERMAIN LAKE NEAR EAGLE RIVER, WI",usgs
932,"BIG ST. GERMAIN LAKE NEAR LAKE TOMAHAWK, WI",usgs
933,"BASS-LONG LAKES NEAR PARRISH, WI",usgs
934,"SPRING LAKE NEAR MERRILL, WI",usgs
935,"RIB LAKE AT RIB LAKE, WI",usgs
936,"PIKE LAKE NEAR HATLEY, WI",usgs
937,"LAKE HURON NEAR PLAINFIELD, WI",usgs
938,"LONG LAKE NEAR PLAINFIELD, WI",usgs
939,"PLAINFIELD LAKE NEAR PLAINFIELD, WI",usgs
940,"FISH LAKE NEAR HANCOCK, WI",usgs
941,"DEVILS LAKE NEAR BARABOO, WI",usgs
942,"MUD LAKE NEAR POYNETTE, WI",usgs
943,"FISH LAKE NEAR SAUK CITY, WI",usgs
944,"BEAVER LAKE NEAR HARTLAND, WI",usgs
945,"PINE LAKE NEAR HARTLAND, WI",usgs
946,"PRETTY LAKE NEAR DOUSMAN, WI",usgs
947,"LAKE KOSHKONONG NEAR NEWVILLE, WI",usgs
948,"LAKE RIPLEY NEAR CAMBRIDGE, WI",usgs
949,"HOPE LAKE NEAR CAMBRIDGE, WI",usgs
950,"ESSER'S POND AT MIDDLETON, WI",usgs
951,"STRICKER'S POND AT MIDDLETON, WI",usgs
952,"TIEDEMAN'S POND AT MIDDLETON, WI",usgs
953,"GRABER POND AT MIDDLETON, WI",usgs
954,"LAKE MENDOTA AT MADISON, WI",usgs
955,"LAKE MONONA AT MADISON, WI",usgs
956,"LAKE WINGRA AT MADISON, WI",usgs
957,"LAKE WAUBESA AT MC FARLAND, WI",usgs
958,"TURTLE LAKE NEAR DELAVAN, WI",usgs
959,"YELLOWSTONE LAKE NEAR BLANCHARDVILLE, WI",usgs
960,"MORSE POND NEAR VERONA, WI",usgs
961,"PATS POND NEAR MOUNT VERNON, WI",usgs
962,"Upper Pine Lake at Eldora, IA",usgs
963,"Lower Pine Lake at Eldora, IA",usgs
964,"Lake Macbride near Solon, IA",usgs
965,"Coralville Lake near Coralville, IA",usgs
966,"Clear Lake at Clear Lake, IA",usgs
967,"Lake Keomah near Oskaloosa, IA",usgs
968,"Saylorville Lake near Saylorville, IA",usgs
969,"Storm Lake at Storm Lake, IA",usgs
970,"Black Hawk Lake at Lake View, IA",usgs
971,"Springbrook Lake near Guthrie Center, IA",usgs
972,"Lake Panorama at Panora, IA",usgs
973,"Lake Ahquabi near Indianola, IA",usgs
974,"Lake Red Rock near Pella, IA",usgs
975,"Lake Wapello near Drakesville, IA",usgs
976,"Monroe City Lake near Monroe City, MO",usgs
977,"SAUGANY LAKE NEAR ROLLING PRAIRIE, IN",usgs
978,"HUDSON LAKE AT HUDSON LAKE, IN",usgs
979,"NORTH CHAIN LAKE AT LYDICK, IN",usgs
980,"SOUTH CHAIN LAKE AT WESTFIELD, IN",usgs
981,"WHARTON LAKE AT SOUTH BEND, IN",usgs
982,"SILVER LAKE NEAR ROLLING PRAIRIE, IN",usgs
983,"LOWER FISH LAKE NEAR STILLWELL, IN",usgs
984,"PINE LAKE AT LAPORTE, IND.",usgs
985,"STONE LAKE AT LAPORTE, IN",usgs
986,"CLEAR LAKE AT LAPORTE, IN",usgs
987,"KOONTZ LAKE AT KOONTZ LAKE, IN",usgs
988,"RIDDLES LAKE NEAR LAKEVILLE, IN",usgs
989,"LAKE OF THE WOODS NEAR BREMEN ,IN",usgs
990,"PRETTY LAKE NEAR PLYMOUTH, IN",usgs
991,"MYERS LAKE NEAR TWIN LAKES, IN",usgs
992,"MILLPOND AND KREIGHBAUM LAKE NEAR TWIN LAKES, IN",usgs
993,"EAGLE LAKE NEAR OBER, IN",usgs
994,"SKITZ LAKE NEAR KNOX, IN",usgs
995,"BASS LAKE AT BASS LAKE, IN",usgs
996,"WAUHOB LAKE NR VALPARAISO, IN",usgs
997,"LONG LAKE NEAR VALPARAISO, IN",usgs
998,"SPECTACLE LAKE NEAR VALPARAISO, IN",usgs
999,"FLINT LAKE NEAR VALPARAISO, IN",usgs
1000,"LAKE ELIZA NEAR BEATRICE, IN",usgs
1001,"CEDAR LAKE AT CEDAR LAKE, IN",usgs
1002,"DALECARLIA LAKE NEAR CRESTON, IN",usgs
1003,"RINGNECK LAKE NEAR MEDARYVILLE, IN",usgs
1004,"J.C. MURPHY LAKE NEAR MOROCCO, IN",usgs
